00018.wav	00001_00250_acfb2701	verified	Olùdarí ò fèsì lórí ìgbà tí ọkọ̀ ojú irin láti Èkó sí Ìbàdàn yóò parí.
00019.wav	00001_00250_acfb2701	verified	Wọ́n sọ fún wa pé wọn yóò parí isẹ́ náà ní osú kẹrin, ọdún tó kọjá 
00020.wav	00001_00250_acfb2701	verified	Sùgbọ́n wọ́n ní ìpènijà lẹnu iṣẹ́ nígbà tí mò ń bá iṣẹ́ lọ.
00021.wav	00001_00250_acfb2701	verified	Wọn kò tí ì rí ẹrù wọn gbà ní èbúté láti ọ̀sẹ̀ to kọjá.
00022.wav	00001_00250_acfb2701	verified	Orílẹ̀-èdè Amẹ́ríkà àti Nàìjíríà yóò tọwọ́bọ ìwé àdéhùn.
00023.wav	00001_00250_acfb2701	verified	Wọ́n dá owó iyebíye orílẹ̀ èdè Nàíjíríà tí wọ́n jí padà.
00024.wav	00001_00250_acfb2701	verified	Gbogbo owó tí wọ́n kó sálọ sí ilẹ̀ òkèèrè ni wọ́n dá padà.
00025.wav	00001_00250_acfb2701	verified	Ó ti fi orílẹ̀-èdè Nàìjíríà sílẹ̀ lọ sí orílẹ̀-èdè Amẹ́ríkà, lọ́jọ́ Àìkú.
00026.wav	00001_00250_acfb2701	verified	Ìpàdé ọ̀hún máa ń wáyé ní ọjọ́ Àìkú lọ́dọọdún.
00027.wav	00001_00250_acfb2701	verified	Olùdámọ̀ràn fún ìjọba lórí ètò ààbò sọ̀rọ̀ lórí àjálù inú àwùjọ.
00028.wav	00001_00250_acfb2701	verified	Aláṣẹ pàsẹ láti mú àwọn adarí agbègbè lọ sí ibi ìpéjọpọ̀ kan
00029.wav	00001_00250_acfb2701	verified	Ẹ̀mí tó sọnù ti di méjìlélógún báyìí, bi ìwà ìpànìyàn se ń tẹ̀síwájú.
00030.wav	00001_00250_acfb2701	verified	Wọ́n fi ọ̀rọ̀ omíyalé tó ìjọba léti láti wá àtúnṣe sí i.
00031.wav	00001_00250_acfb2701	verified	Ó wá fi àìdùnnú rẹ̀ hàn lori ọwọ́ tí àwọn ọlọ́pàá fi mú ìsẹ̀lẹ̀ náà.
00032.wav	00001_00250_acfb2701	verified	Rògbòdìyàn máa ń wáyé ní gbogbo àsìkò ìdìbò.
00033.wav	00001_00250_acfb2701	verified	Èèyàn márùn-ún farapa, ọ̀pọ̀lọpọ̀ dúkìá àti ilé sì jóná.
00034.wav	00001_00250_acfb2701	verified	Wọ́n ka ìwé òfin sí etí àwọn tó bá fẹ́ dá wàhálà sílẹ̀.
00035.wav	00001_00250_acfb2701	verified	Títí tí wọn yóò fi mú àwọn afurasí náà àárín yín ni ọ̀daràn wà.
00036.wav	00001_00250_acfb2701	verified	Ó jẹ́ ọ̀kan lára àwọn tó wà níbi ìpàdé ọ̀hún nígbà tí a bẹ̀rẹ̀.
00037.wav	00001_00250_acfb2701	verified	Ó wá kìlọ̀ kí wọ́n má gba ìwà ọ̀daràn láàyè ní agbègbè wọn.
00038.wav	00001_00250_acfb2701	verified	Ìpàdé wáyé lẹ́yìn ìsẹ̀lẹ̀ tí ó gba ẹ̀mí àwọn ènìyàn mẹ́tàlá.
00039.wav	00001_00250_acfb2701	verified	Àwọn ọ̀daràn wá ṣe ọṣẹ́ ní agbègbè ọ̀hún ní àsálẹ́ ọjọ́ Àìkú.
00040.wav	00001_00250_acfb2701	verified	Ìjàm̀bá iná ṣẹlẹ̀ ní ọjà Balógun nílùú Èkó.
00041.wav	00001_00250_acfb2701	verified	Ìjàm̀bá iná ń sẹlẹ lọ́wọ́-lọ́wọ́ lọ́jà Balógun nílùú Èkó 
00042.wav	00001_00250_acfb2701	verified	Àwọn ọlọ́jà ti pàdánù ọ̀kẹ́ àìmọye dúkìá wọn.
00043.wav	00001_00250_acfb2701	verified	Àwọn agbébọn pa ènìyàn mẹ́tàlá nípínlẹ̀ Ọ̀ṣun
00044.wav	00001_00250_acfb2701	verified	Wọ́n ṣe ìdájọ́ fún àwọn tó ṣe iṣẹ́ ibi náà.
00045.wav	00001_00250_acfb2701	verified	Ààrẹ sọ pé kò sí ànfààní níbi ẹ̀san, ìkórìíra àti ìwà ìbàjẹ́
00046.wav	00001_00250_acfb2701	verified	Ààrẹ rọ àwọn ọ̀dọ́ kí wọ́n máa gbé pẹ̀lú ìbáṣepọ̀ àlááfíà.
00047.wav	00001_00250_acfb2701	verified	Ààrẹ wá bá àwọn ẹbí tí ọ̀fọ̀ ṣè kẹ́dùn lórí ìsẹ̀lẹ̀ burúkú ọ̀hún.
00048.wav	00001_00250_acfb2701	verified	Nàìjíríà yóò fọwọ́sowọ́pọ̀ lórí ètò ẹ̀kọ́ fún Éṣíà.
00049.wav	00001_00250_acfb2701	verified	Kí ìbáṣepọ̀ orílẹ̀ èdè méjéèjì náà tún lè fẹsẹ̀ múlẹ̀ sí i.
00050.wav	00001_00250_acfb2701	verified	Akọ̀wé ìjọba àjọ tó ń mójútó ètò ẹ̀kọ́ sọ̀rọ̀ lórí ìbáṣepọ̀ yìí.
00051.wav	00001_00250_acfb2701	verified	Àǹfààní ńlá ni ìfọwọ́sowọ́pọ̀ náà yóò jẹ́ fún àwọn méjèèjì.
00052.wav	00001_00250_acfb2701	verified	Ètò ẹ̀kọ́ nílò ìrànlọ́wọ́ láti ọ̀dọ̀ àwọn olókoòwò láti ilẹ̀ òkèèrè.
00053.wav	00001_00250_acfb2701	verified	Ìjọba ti ṣetán láti dá sí ètò okòwó lórí ẹ̀kọ́ lórílẹ̀ èdè yìí.
00054.wav	00001_00250_acfb2701	verified	Kí ni ó fa rògbòdìyàn láàárín lókọ láya tó jẹ́ pé gbogbo ìgbà ìjà ni ṣáá?
00055.wav	00001_00250_acfb2701	verified	Akútọ́ọ́lọ́ ló rán wọn láti béèrè ọ̀nà tí ìjọba ó fi ṣèrànwọ́ 
00056.wav	00001_00250_acfb2701	verified	Ilé ìgbìmọ̀ aṣòfin ló ṣàgbéyẹ̀wò ètò ààbò, òfin epo rọ̀bì.
00057.wav	00001_00250_acfb2701	verified	Ní kété tí wọ́n bá ti wọlé lọ́jọ́ Ìṣẹ́gun ni iṣẹ́ bẹ̀rè.
00058.wav	00001_00250_acfb2701	verified	Ilé ìgbìmọ̀ aṣòfin ní láti mójútó àwọn ìpele ìjọba yòókù.
00059.wav	00001_00250_acfb2701	verified	Kò sóhun tó ń bọ̀ lókè tílẹ̀ ò gbà.
00060.wav	00001_00250_acfb2701	verified	Ìjọba ń ṣe àtìlẹ́yìn fún àwọn tó fẹ́ ibùdó omi òkun.
00061.wav	00001_00250_acfb2701	verified	Ìjọba àpapọ̀ yóò sàtìlẹyìn níbi iṣẹ́ ọ̀nà márosẹ̀ náà.
00062.wav	00001_00250_acfb2701	verified	Ọ̀jọ̀gbọ́n Ayọ̀dé bẹ̀bẹ̀ lọ́jọ́ Ajé lẹ́yìn ìpàdé tí ó se pẹ̀lú ààrẹ.
00063.wav	00001_00250_acfb2701	verified	Gómìnà náà sọ pé isẹ́ àkànṣe méjì ní ìjọba ọ̀ún tí gùnlé.
00064.wav	00001_00250_acfb2701	verified	Mo gbóríyìn fún ààrẹ Bùhárí fún ètò ìrànlọ́wọ́ rẹ̀ sí àwọn ọmọ orílẹ̀ èdè.
00065.wav	00001_00250_acfb2701	verified	Ìjíròrò wa kìí ṣe lórí ìgbàgbọ́ tí a ní nínú ìsèjọba yìí nìkan.
00066.wav	00001_00250_acfb2701	verified	Gómìnà Ayọ̀dé fọkàn gbogbo àwọn ọmọ ìpínlẹ̀ rẹ̀ balẹ̀ pé.
00067.wav	00001_00250_acfb2701	verified	Ìjọba ìpínlẹ̀ náà tí pinnu láti fún àwọn ọ̀dọ́ ẹgbẹ̀rún méjì ní isẹ́.
00068.wav	00001_00250_acfb2701	verified	Wọn yóò ṣe àfilọ́lẹ̀ àwọn ètò ìrónilágbára fún àwọn ọ̀dọ́.
00069.wav	00001_00250_acfb2701	verified	Ilé-iṣẹ́ ogun òfurufú ti dáná sun ibùdó ikọ̀ ọlọ́tẹ̀ ní ìpínlẹ̀ Òǹdó
00070.wav	00001_00250_acfb2701	verified	Kò sẹ́ni tó lè gbèjà ọlọ́run afi Ọlọ́run fúnra ẹ̀.
00071.wav	00001_00250_acfb2701	verified	Wọ́n tún se ìkọ̀lù sí ibi tí àwọn ikọ̀ ọlọ̀tẹ̀  ń sá pamọ́ sí.
00072.wav	00001_00250_acfb2701	verified	Ó sọ̀rọ̀ yìí nílùú Àbújá láti sọ nípa ìkọlù orí afẹ́fẹ́ ti ikọ̀ ọmọ ogun òfurufú.
00073.wav	00001_00250_acfb2701	verified	Ìjọba àpapọ̀ kò nilò láti yá owó nílẹ̀ òkèèrè.
00074.wav	00001_00250_acfb2701	verified	Tí ìjọba bá lè rí owó orí, wọn ò nílò láti yá owó mọ́.
00075.wav	00001_00250_acfb2701	verified	Ìyá àgbà sọ pé “ẹ ǹ lẹ́ níbẹ̀ yẹn”.
00076.wav	00001_00250_acfb2701	verified	Ìjọba àpapọ̀ nílò owó láti le è jẹ́ kí ó ṣe ojú ẹ̀.
00077.wav	00001_00250_acfb2701	verified	Ó wá kí alága àti ìgbìmọ̀ rẹ̀ kú orí ire fún ipò tuntun wọn.
00078.wav	00001_00250_acfb2701	verified	Ààrẹ pàṣẹ láti kọlu jàǹdùkú, ọ̀daràn àti olè lórí afẹ́fẹ́.
00079.wav	00001_00250_acfb2701	verified	Àárín gbùgbùn ìlú ni wọ́n fi ìpàdé àwọn ẹlẹ́gbẹ́jẹ̀gbẹ́ náà sí.
00080.wav	00001_00250_acfb2701	verified	Ọ̀pọ̀lọpọ̀ àwọn èèyàn ti pàdánù ẹ̀mí wọn nínú ìjàm̀bá náà.
00081.wav	00001_00250_acfb2701	verified	Ní ìbámu ìlànà yìí wọ́n pèsè ìrànwọ́ fún ikọ̀ ọmọ ogun òfurufú.
00082.wav	00001_00250_acfb2701	verified	Ààrẹ bá wọn kẹ́dùn lórí ìkọlù àti òfò ẹ̀mí tó ṣẹlẹ̀ nípínlẹ̀ náà.
00083.wav	00001_00250_acfb2701	verified	Ààrẹ fi dá wọn lójú pé orílẹ̀ èdè Nàíjíríà kò ní gbàgbé wọn.
00084.wav	00001_00250_acfb2701	verified	Amẹ́ríkà yóò ran Nàíjíríà lọ́wọ́ nípa ètò ajé, okòwò, ààbò àti ẹ̀kọ́.
00085.wav	00001_00250_acfb2701	verified	Wọ́n ṣe ìfọwọ́sowọ́pọ̀ lórí ètò ìlera fún àǹfààní orílẹ̀ èdè méjéèjì.
00086.wav	00001_00250_acfb2701	verified	Bàbá náà sọ̀rọ̀ yìí níbi ayẹyẹ àádọ́rin ọdún tí wọń gba òmìnira.
00087.wav	00001_00250_acfb2701	verified	Owó gidi ló ń wọlé lórí ètò ìṣòwò wọn tó tóbi jù
00088.wav	00001_00250_acfb2701	verified	Olùkọ́ fún àwọn akẹ́kọ̀ọ́ ní iṣẹ́ àmúrelé tí wọ́n yóò ṣe wá sí ilé ìwé.
00089.wav	00001_00250_acfb2701	verified	Orílẹ̀ èdè Amẹ́ríkà ti pèsè ètò ìrànlọ́wọ́ fún Nàìjíríà.
00090.wav	00001_00250_acfb2701	verified	Adarí fún ọ̀rọ̀ òkèèrè ilẹ̀ Nàìjíríà tẹpẹlẹ mọ́ ìfọwọ́sowọ́pọ̀ náà.
00091.wav	00001_00250_acfb2701	verified	Àyìndé máa ń parọ́ lọ́pọ̀lọpọ̀ kódà èṣù ò parọ́ tó o.
00092.wav	00001_00250_acfb2701	verified	Àjọṣe tó dán mọ́rán wà láàárín orílẹ̀-èdè méjèèjì.
00093.wav	00001_00250_acfb2701	verified	Àwọn àáfáà gbàdúrà fún àlàáfíà orílẹ̀-èdè Nàíjíríà.
00094.wav	00001_00250_acfb2701	verified	Àpéjọ àdúrà náà wáyé lásìkò ìgbéyàwó àbúrò ààrẹ.
00095.wav	00001_00250_acfb2701	verified	Ààrẹ Bùhárí lo àsìkò ayẹyẹ náà láti fi gbàdúrà fún tọkọ-taya.
00096.wav	00001_00250_acfb2701	verified	A mọ rírí rẹ̀ torí náà ni a ṣe ń jó tí à ń yọ̀.
00097.wav	00001_00250_acfb2701	verified	Nàìjíríà ti fẹnukò láti dá àwọn ẹlẹ́wọ̀n padà sílẹ̀.
00098.wav	00001_00250_acfb2701	verified	Wọ́n dá àwọn ẹlẹ́wọ̀n tó wà lọ́gbà ẹ̀wọ̀n lórílẹ̀ èdè Ṣáínà padà sílé
00099.wav	00001_00250_acfb2701	verified	Ọlọ́run kò dà bí ènìyàn, ènìyàn aronipin.
00100.wav	00001_00250_acfb2701	verified	Fẹ́mi Adéṣínà fi tó ìròyìn létí pé ààrẹ ti bọwọ́lu ìwé àdéhùn náà.
00101.wav	00001_00250_acfb2701	verified	Àjọ ìdìbò yóò ríi dájú pé kò sí ìwà màgò-mágó ní ìgbà ìdìbò.
00102.wav	00001_00250_acfb2701	verified	Bírí-bírí layé ń yí bẹ́ẹ̀ ni àwa ẹ̀dá inú ẹ̀ ń yí pẹ̀lú.
00103.wav	00001_00250_acfb2701	verified	Adelé ní ìfọ̀rọ̀wánilẹ́nuwò pẹ̀lú àwọn akọ̀ròyìn.
00104.wav	00001_00250_acfb2701	verified	Àwọn àgùnbánirọ̀ yóò ṣe ìkéde ìfẹ̀hónúhàn nípa ewu tó wà níbi ìwà ìbàjẹ́.
00105.wav	00001_00250_acfb2701	verified	Àwọn ẹ̀sùn nípa ìwà ìbàjẹ́ tí àjọ náà gùnlé ni wọn yóò ri i pé wọn yanjú rẹ̀.
00106.wav	00001_00250_acfb2701	verified	Wọ́n dá ọ́fíìsì sílẹ̀ ní Ìlọrin láti máa mú àwọn ẹlẹ́ṣẹ̀.
00107.wav	00001_00250_acfb2701	verified	Ó rọ̀ wọ́n láti fọwọ́sowọ́pọ̀ pẹ̀lú àjọ náà kí wọn lè ṣe àṣeyọrí.
00108.wav	00001_00250_acfb2701	verified	Ilé-ẹjọ́ gíga dá Kíkẹ́ láre gẹ́gẹ́ bi ó ṣe wà nínú  ìwé òfin.
00109.wav	00001_00250_acfb2701	verified	Bí wọ́n ṣe ń paná ọ̀tẹ̀ kan ni òmíràn ń rú.
00110.wav	00001_00250_acfb2701	verified	Ṣé bí bí ọ̀kan bá bàjẹ́ tọ́rọ doríkodò ẹlẹ́dàá ẹni là ń sá bá?
00111.wav	00001_00250_acfb2701	verified	Nínú ẹjọ́ tí adájọ́ dá ni ó ti sọ pé olùfẹ̀sùnkàn kò ní ẹ̀rí tó le.
00112.wav	00001_00250_acfb2701	verified	Ilé ẹjọ́ gíga da ẹjọ́ kòtẹ́milọ́rùn tí wọn pè tako àṣeyọrí Ọbásànjọ́
00113.wav	00001_00250_acfb2701	verified	Ilé ẹjọ́ gíga ti gbà á gẹ́gẹ́ bíi ẹni tó jáwé olúborí nínú ètò ìdìbò ọdùn yìí
00114.wav	00001_00250_acfb2701	verified	Adájọ́ náà dá ẹjọ́ kòtẹ́milọ́rùn torí pé ẹjọ́ náà kò múnádóko tó.
00115.wav	00001_00250_acfb2701	verified	Àwọn ìgbìmọ̀ ẹlẹ́nu márùn-ún ilé ẹjọ́ kòtẹ́milọ́rùn da ẹjọ́ náà sígbó.
00116.wav	00001_00250_acfb2701	verified	Olùpẹ̀jọ́ náà kò ní ẹ̀rí tó múnádóko láti fi han àwọn ilé ẹjọ́ náà.
00117.wav	00001_00250_acfb2701	verified	Ilé-ẹjọ́ gíga dá Abíọ́lá láre nínú ètò ìdìbò ìpínlẹ̀ Èkó
00118.wav	00001_00250_acfb2701	verified	Ilé-ẹjọ́ gíga fi òǹtẹ̀ lu Abíọ́lá gẹ́gẹ́ bí olúborí ìdìbò tí ó wáyé.
00119.wav	00001_00250_acfb2701	verified	Aṣẹ̀dá gbogbo ènìyàn olóore ẹ̀dá, ta ni a ò bá fi ọpẹ́ fún?
00120.wav	00001_00250_acfb2701	verified	Ẹ jẹ́ ẹni tó ṣe é fọkàn tán àti ọmọ orílẹ̀ èdè Nàíjíríà rere.
00121.wav	00001_00250_acfb2701	verified	Kí orílẹ̀ èdè le ní ìdàgbàsókè tó ní ìtumọ̀ ẹ jẹ́ kí á fọwọ́sowọ́pọ̀.
00122.wav	00001_00250_acfb2701	verified	Àti ẹni tó mọ̀ ọ́, àti ẹni tí ò mọ̀ ọ́ ni ó ń ṣe àfẹ́rí iṣẹ́ ẹ̀ rẹ.
00123.wav	00001_00250_acfb2701	verified	Ó ní ìyípadà tí àwọn ọmọ orílẹ̀ èdè Nàìjíríà ń fẹ́ láti ọ̀dọ̀ ìjọba.
00124.wav	00001_00250_acfb2701	verified	Oúnjẹ tí mo fẹ́ràn jùlọ ni èkuru àti ẹ̀kọ́ pẹ̀lú ata díndín.
00125.wav	00001_00250_acfb2701	verified	Èèyàn gbọdọ̀ mọ ojúse rẹ̀ láti jẹ onítara àti láti má dáwọ́ lé wàhálà.
00126.wav	00001_00250_acfb2701	verified	Ìdàgbàsókè tó dé bá orílẹ̀ èdè Nàìjíríà láti bí ogún ọdún sẹ́yìn.
00127.wav	00001_00250_acfb2701	verified	Ìyàtọ̀ ńlá àti ìdàgbàsókè ló ti dé bá orílẹ̀ èdè Nàìjíríà láti bí ogún ọdún sẹ́yìn.
00128.wav	00001_00250_acfb2701	verified	Ìgbìmò àwọn aṣòfin ń ṣe ìpàdé ní inú ilé lọ́dọ̀ Ààrẹ
00129.wav	00001_00250_acfb2701	verified	Adébáyọ̀ jẹ́ àlejò pàtàkì níbi ayẹyẹ ọ̀hún náà àmọ́, kò wá.
00130.wav	00001_00250_acfb2701	verified	Ọkùnrin kì í ṣe ọkùnrin lásán, ẹni tó ní ọkàn akin ní í ṣe
00131.wav	00001_00250_acfb2701	verified	Ìyàwó náà ya ọ̀bùn gbogbo inú ilé ló ń rùn ràdàràdà.
00132.wav	00001_00250_acfb2701	verified	Lára àwọn èèyàn pàtàkì tó wà níbi ayẹyẹ ọ̀hún ni  Adébáyọ̀ Sàlámì
00133.wav	00001_00250_acfb2701	verified	Ìpínlẹ̀ Ọ̀yọ́ ti ń jẹ̀gbádùn ètò ààbò tó péye.
00134.wav	00001_00250_acfb2701	verified	Ìjọba ti pèsè omi ẹ̀rọ fún àwọn ará ìlú Irédé.
00135.wav	00001_00250_acfb2701	verified	Gbogbo adìrẹ àwọn Mogbọ́njúbọ́lá ló ti kú torí kọ́ọ́lí tó ṣe wọ́n.
00136.wav	00001_00250_acfb2701	verified	Mo wá láti rí adarí ẹgbẹ́ wa, ààrẹ Bùhárí láti sọ nípa bí ìpínlẹ̀ mí ṣe ń ṣe sí
00137.wav	00001_00250_acfb2701	verified	Mo ní ànfààní láti sọ fún ààrẹ Bùhárí nípa ìdàgbàsókè ìlú mi.
00138.wav	00001_00250_acfb2701	verified	Ìyàwó ààrẹ pe àwọn tó fẹ́ dìje ipò ààrẹ síbi àsèjẹ kan.
00139.wav	00001_00250_acfb2701	verified	Ààrẹ yan Adékúnlé gẹ́gẹ́ bi igbákejì ẹni tí ó gbégbáarókè.
00140.wav	00001_00250_acfb2701	verified	Ó gbé ọmọ náà lọsí ilé ìtura, ìyàwó rẹ̀ ká wọn nínú aṣemáṣe náà.
00141.wav	00001_00250_acfb2701	verified	Obìnrin tí ò bímọ̀ ti fara gba oríṣiríṣi ìwọ̀sí láti ọ̀dọ̀ àwọn ẹbí, ará àti ọ̀rẹ́.
00142.wav	00001_00250_acfb2701	verified	Ọ̀mọ̀wé Ẹlẹ́ṣin, ni yóò dípò Oyèwálé, tí ó fẹ̀yìntì ní ọjọ́ kejì.
00143.wav	00001_00250_acfb2701	verified	Ọmọ ọba náà kẹ́kọ̀ọ́ gboyè èyí tó jẹ́ ìdùnnú fún ọba gan-an.
00144.wav	00001_00250_acfb2701	verified	Ọ̀mọ̀wé Ẹlẹ́ṣin jẹ́ ọ̀kan lára àwọn adarí nílé ìfowópamọ́ àgbáyé.
00145.wav	00001_00250_acfb2701	verified	Ìdásílẹ̀ Àmọ̀tẹ́kùn lòdì sí òfin orílẹ̀-èdè Nàìjiríà ọdún yìí.
00146.wav	00001_00250_acfb2701	verified	Àwọn òṣèré tún pàdánù ọ̀kan lára àwọn akẹgbẹ́ wọn.
00147.wav	00001_00250_acfb2701	verified	Ọkọ olùkọ́ kan bá ìṣẹ̀lẹ̀ ìpànìyàn pàdé nígbà tí ó ń padà láti ibi iṣẹ́.
00148.wav	00001_00250_acfb2701	verified	Agbẹjọ́rò fún ìjọba àpapọ̀ ṣàlàyé pé, ọ̀rọ̀ ààbò jẹ ojúṣe ìjọba àpapọ̀.
00149.wav	00001_00250_acfb2701	verified	Ẹ kúulé là ń kárá ilé, ẹ káàbọ̀ là ń kérò ọ̀nà.
00150.wav	00001_00250_acfb2701	verified	Àwọn ọmọ ìyá méjì náà gbé ẹjọ́ ara wọn lọ sílé-ẹjọ́.
00151.wav	00001_00250_acfb2701	verified	Ilé-ẹjọ́ gíga orílẹ̀ èdè Nàìjíríà yọ àwọn  tó ń ṣi agbára lò.
00152.wav	00001_00250_acfb2701	verified	Bùhárí ti yan ẹni tó máa gbapò lọ́wọ́ ẹ̀ bó bá kúrò lórí oyè.
00153.wav	00001_00250_acfb2701	verified	Ìyá àti ọmọ mẹ́ta kú sínú ìjam̀bá ọkọ̀ ní Àkúrẹ́.
00154.wav	00001_00250_acfb2701	verified	Adájọ́ ilé-ẹjọ́ gíga subú lu àìsàn lójijì lẹ́yìn tó ṣẹ̀ṣẹ̀ bọ́ lọ́wọ́ àìsàn kan.
00155.wav	00001_00250_acfb2701	verified	Ẹní bá relé ewu tó bọ̀, ká kíi kú ewu ni.
00156.wav	00001_00250_acfb2701	verified	Ó ṣeéṣe kí wọ́n yọ Tinúbú kúrò lára àwọn olùdíje fún ipò aàrẹ.
00157.wav	00001_00250_acfb2701	verified	Muyìíwá Adémọ́lá ní ilé-ẹjọ́ yóò sún ẹjọ́ náà síwájú di ojó kerìnlá.
00158.wav	00001_00250_acfb2701	verified	Ìrántí àwọn ológun: Ọ̀ṣínbàjò gbóṣùbà fún àwọn tó fẹ̀mí wọn lélẹ̀.
00159.wav	00001_00250_acfb2701	verified	Wọ́n sọ ọkùnrin náà sẹ́wọ̀n wọ́n sì gbẹ́sẹ̀ lé àwọn dúkìá rẹ̀.
00160.wav	00001_00250_acfb2701	verified	Ọ̀ṣínbàjò fi àwọn alátìlẹ́yìn lọ́kàn balẹ̀ pé dúdùn lọsàn yó so.
00161.wav	00001_00250_acfb2701	verified	Oníṣègùn ní ọdún mẹ́rin ló kù fún Kẹ́mi Afọlábí láti lò lá́yé.
00162.wav	00001_00250_acfb2701	verified	Wọ́n jí arábìnrin Bámiṣe gbé nínú ọkọ gígùn ní ìlú Èkó.
00163.wav	00001_00250_acfb2701	verified	Òwò oyin jẹ́ òwò tó lówó lórí púpọ̀ àmọ́ èèyàn lásán ò le è ṣe é. 
00164.wav	00001_00250_acfb2701	verified	Ẹni tó kó sí inú ilé oyin ni ìjẹjọ jẹ́ ọlọ́run nípè.
00165.wav	00001_00250_acfb2701	verified	Lẹ́yìn ọdún méje ọ̀lọ́run dá òṣèré náà àti ọkọ rẹ̀ lóhùn.
00166.wav	00001_00250_acfb2701	verified	Mákinde ti fi ẹlòmíràn rọ́pò igbákejì rẹ̀ fún ìdìbò tó ń bọ̀ lónà.
00167.wav	00001_00250_acfb2701	verified	Láyé àtijọ ni òògùn wà, ǹjẹ́ a ṣì tún lè sọ pé òògùn wà?
00168.wav	00001_00250_acfb2701	verified	Ẹgbèrún mẹta làwọn ará ìlú yóò máa wọ ọkọ̀ ojú irin.
00169.wav	00001_00250_acfb2701	verified	Àwọn àjòjì ló ń ṣe fàyàwọ́ wọnú orílẹ̀ èdè Nàìjíríà.
00170.wav	00001_00250_acfb2701	verified	Àwọn ọ̀dọ́ dáná sun gbọ́mọ gbọ́mọ kan nígboro Ìbàdàn.
00171.wav	00001_00250_acfb2701	verified	Mótò ti wà fuń títà ní ọ̀dọ̀ àwọn bàbá Jídé ọlọ́kọ̀.
00172.wav	00001_00250_acfb2701	verified	Ọọ̀ni bẹ ìjọba kí wọ́n mú àdínkù bá àwọn ọ̀wọ́ngógó oúnjẹ.
00173.wav	00001_00250_acfb2701	verified	Ilé-ẹjọ́ yóò sọ bóyá Adédoyin àti àwọn òṣiṣẹ́ rẹ̀ yóò jẹ́jọ́ lọ́sẹ̀ yìí.
00174.wav	00001_00250_acfb2701	verified	Ọkọ sá ìyàwó rẹ̀ ládàá yánna yànna, ó ní kò jẹ́ kí òun ṣe kinní.
00175.wav	00001_00250_acfb2701	verified	Ìròyìn tó ń tó wa létí ni pé wọ́n ti ilé-ìtajà afẹ́fẹ́ gáàsì pa.
00176.wav	00001_00250_acfb2701	verified	Ìjà bẹ́ sílẹ̀ láàárín àwọn ọmọ ẹlẹ́gbẹ́ òkùnkùn nílùú Ìbàdàn.
00177.wav	00001_00250_acfb2701	verified	Kíkẹ́ purọ́ pé òun lóyún ni ó bá lọ jí ọmọ ọjọ́ mẹ́fà gbé
00178.wav	00001_00250_acfb2701	verified	Àwọn àjòjì ni wọ́n fi ń ṣe ètùtù ní ìlú náà.
00179.wav	00001_00250_acfb2701	verified	A lọ sí abúlé ní ilẹ̀-Ọlújìí lọ ṣe ọdún iṣu tuntun.
